UF,UFN,Codmun7,Município,GINI,PMPOB,IDHM
33,Rio de Janeiro,3305802,TERESÓPOLIS,0.56,7.06,0.73
35,São Paulo,3500204,ADOLFO,0.38,3.43,0.73
35,São Paulo,3501004,ALTINÓPOLIS,0.45,2.84,0.73
35,São Paulo,3506359,BERTIOGA,0.48,5.64,0.73
35,São Paulo,3507407,BORBOREMA,0.42,4.54,0.73
35,São Paulo,3510807,CASA BRANCA,0.49,5.86,0.73
35,São Paulo,3514957,EMBAÚBA,0.36,1.96,0.73
35,São Paulo,3521150,IPIGUÁ,0.36,3.51,0.73
35,São Paulo,3521903,ITAJOBI,0.38,1.84,0.73
35,São Paulo,3529807,MINEIROS DO TIETÊ,0.39,2.69,0.73
35,São Paulo,3533809,ÓLEO,0.43,7.11,0.73
35,São Paulo,3536307,PATROCÍNIO PAULISTA,0.42,5.64,0.73
35,São Paulo,3544707,SAGRES,0.47,6.29,0.73
41,Paraná,4105904,COLORADO,0.43,1.63,0.73
41,Paraná,4107504,ENGENHEIRO BELTRÃO,0.43,8.41,0.73
41,Paraná,4111506,IVAIPORÃ,0.48,9.58,0.73
41,Paraná,4127957,TUPÃSSI,0.47,4.17,0.73
42,Santa Catarina,4206603,GUARUJÁ DO SUL,0.4,3.87,0.73
42,Santa Catarina,4214201,QUILOMBO,0.39,5.7,0.73
43,Rio Grande do Sul,4309308,GUAÍBA,0.47,6.44,0.73
43,Rio Grande do Sul,4310306,ILÓPOLIS,0.48,5.43,0.73
43,Rio Grande do Sul,4312005,MARIANO MORO,0.47,4.8,0.73
52,Goiás,5204300,CAÇU,0.53,3.18,0.73
52,Goiás,5215801,PALMELO,0.56,8.9,0.73
31,Minas Gerais,3118205,Conquista,0.45,5.23,0.729
31,Minas Gerais,3147303,Paraisópolis,0.46,9.52,0.729
31,Minas Gerais,3148103,Patrocínio,0.49,5.59,0.729
31,Minas Gerais,3149200,Pedrinópolis,0.48,4.43,0.729
31,Minas Gerais,3152907,Pratápolis,0.45,5.86,0.729
31,Minas Gerais,3162955,São José da Lapa,0.42,9.47,0.729
32,Espírito Santo,3202603,ICONHA,0.45,7.14,0.729
33,Rio de Janeiro,3300407,BARRA MANSA,0.48,5.94,0.729
33,Rio de Janeiro,3301504,CORDEIRO,0.48,4.8,0.729
35,São Paulo,3508900,CAIABU,0.37,5.09,0.729
35,São Paulo,3511409,CERQUEIRA CÉSAR,0.43,5.64,0.729
35,São Paulo,3526407,LARANJAL PAULISTA,0.41,3.1,0.729
35,São Paulo,3526605,LAVRINHAS,0.55,20.14,0.729
35,São Paulo,3545308,SALTO DE PIRAPORA,0.44,7.99,0.729
35,São Paulo,3551504,SERRANA,0.37,2.94,0.729
35,São Paulo,3552106,SOCORRO,0.44,5.84,0.729
35,São Paulo,3557154,ZACARIAS,0.39,2.86,0.729
35,São Paulo,3557204,CHAVANTES,0.47,4.21,0.729
41,Paraná,4102000,ASSIS CHATEAUBRIAND,0.47,6.34,0.729
41,Paraná,4122107,RIO BOM,0.43,8.51,0.729
42,Santa Catarina,4214508,RIO DO CAMPO,0.5,5.92,0.729
42,Santa Catarina,4214706,RIO DOS CEDROS,0.37,2.35,0.729
42,Santa Catarina,4218400,TREZE DE MAIO,0.36,0.7,0.729
43,Rio Grande do Sul,4305454,CIDREIRA,0.49,7.42,0.729
43,Rio Grande do Sul,4315800,ROCA SALES,0.43,2.07,0.729
50,Mato Grosso do Sul,5007695,SÃO GABRIEL DO OESTE,0.54,4.91,0.729
51,Mato Grosso,5100201,ÁGUA BOA,0.49,7.38,0.729
51,Mato Grosso,5107958,TANGARÁ DA SERRA,0.55,6.52,0.729
52,Goiás,5207105,DIORAMA,0.4,9.99,0.729
31,Minas Gerais,3110004,Caeté,0.46,9.92,0.728
31,Minas Gerais,3143104,Monte Carmelo,0.49,6.85,0.728
31,Minas Gerais,3146503,Pains,0.46,5.69,0.728
32,Espírito Santo,3205069,VENDA NOVA DO IMIGRANTE,0.52,9.28,0.728
33,Rio de Janeiro,3300233,ARMAÇÃO DOS BÚZIOS,0.51,3.69,0.728
35,São Paulo,3501202,ÁLVARES FLORENCE,0.41,3.15,0.728
35,São Paulo,3509205,CAJAMAR,0.43,7.21,0.728
35,São Paulo,3517307,GUAIMBÊ,0.4,6.49,0.728
35,São Paulo,3542503,REGINÓPOLIS,0.41,7.19,0.728
35,São Paulo,3544608,SABINO,0.41,4.13,0.728
35,São Paulo,3545704,SANTA ALBERTINA,0.42,3.39,0.728
35,São Paulo,3546306,SANTA CRUZ DAS PALMEIRAS,0.51,4.2,0.728
35,São Paulo,3549953,SÃO LOURENÇO DA SERRA,0.47,7.73,0.728
35,São Paulo,3554953,TUIUTI,0.39,4.29,0.728
41,Paraná,4101903,ASSAÍ,0.55,7.55,0.728
41,Paraná,4104659,CARAMBEÍ,0.53,8.9,0.728
41,Paraná,4127205,TERRA BOA,0.4,2.3,0.728
42,Santa Catarina,4202073,BALNEÁRIO GAIVOTA,0.47,3.19,0.728
42,Santa Catarina,4203105,CAIBI,0.44,6.06,0.728
42,Santa Catarina,4212403,PEDRAS GRANDES,0.33,2.32,0.728
42,Santa Catarina,4215695,SANTIAGO DO SUL,0.46,8.98,0.728
42,Santa Catarina,4217709,SOMBRIO,0.4,2.09,0.728
43,Rio Grande do Sul,4302253,BOA VISTA DO SUL,0.45,1.66,0.728
43,Rio Grande do Sul,4304309,CÂNDIDO GODÓI,0.45,5.32,0.728
43,Rio Grande do Sul,4310439,IPÊ,0.45,2.92,0.728
43,Rio Grande do Sul,4322301,TUPARENDI,0.46,6.06,0.728
12,Acre,1200401,RIO BRANCO,0.59,14.38,0.727
31,Minas Gerais,3104304,Areado,0.45,5.64,0.727
31,Minas Gerais,3127701,Governador Valadares,0.52,9.97,0.727
31,Minas Gerais,3134509,Itutinga,0.54,15.58,0.727
32,Espírito Santo,3204203,PIÚMA,0.49,10.36,0.727
35,São Paulo,3515129,EMILIANÓPOLIS,0.38,4.81,0.727
35,São Paulo,3515806,FLORA RICA,0.4,7.92,0.727
35,São Paulo,3519006,HERCULÂNDIA,0.44,8.78,0.727
35,São Paulo,3520004,IGARAÇU DO TIETÊ,0.36,4.13,0.727
35,São Paulo,3520905,IPAUSSU,0.48,5.14,0.727
35,São Paulo,3536109,PARDINHO,0.46,6.94,0.727
35,São Paulo,3539103,PIRAPORA DO BOM JESUS,0.47,9.88,0.727
35,São Paulo,3555505,UBIRAJARA,0.42,8.11,0.727
41,Paraná,4102406,BANDEIRANTES,0.49,7.73,0.727
41,Paraná,4124806,SÃO JOÃO,0.43,8.15,0.727
42,Santa Catarina,4215554,SANTA HELENA,0.38,6.05,0.727
43,Rio Grande do Sul,4305934,CORONEL PILAR,0.36,1.3,0.727
43,Rio Grande do Sul,4312138,MATO CASTELHANO,0.56,5.63,0.727
43,Rio Grande do Sul,4317103,SANT'ANA DO LIVRAMENTO,0.54,13.21,0.727
43,Rio Grande do Sul,4321204,TAQUARA,0.5,4.81,0.727
50,Mato Grosso do Sul,5002902,CASSILÂNDIA,0.54,3.87,0.727
51,Mato Grosso,5104526,IPIRANGA DO NORTE,0.48,5.92,0.727
52,Goiás,5204201,CACHOEIRA DE GOIÁS,0.47,9.82,0.727
52,Goiás,5208608,GOIANÉSIA,0.47,4.61,0.727
52,Goiás,5218003,PORANGATU,0.56,11.45,0.727
52,Goiás,5218607,RIALMA,0.44,5.45,0.727
31,Minas Gerais,3101508,Além Paraíba,0.5,9.22,0.726
31,Minas Gerais,3109808,Cachoeira Dourada,0.35,2.63,0.726
31,Minas Gerais,3134301,Itumirim,0.52,11.97,0.726
31,Minas Gerais,3138401,Leopoldina,0.5,10.91,0.726
32,Espírito Santo,3201407,CASTELO,0.45,6.8,0.726
32,Espírito Santo,3202504,IBIRAÇU,0.56,7.23,0.726
33,Rio de Janeiro,3301306,CASIMIRO DE ABREU,0.48,5.75,0.726
35,São Paulo,3520301,IGUAPE,0.55,18.75,0.726
35,São Paulo,3532108,MURUTINGA DO SUL,0.43,6.3,0.726
35,São Paulo,3533106,NOVA GUATAPORANGA,0.41,4.75,0.726
35,São Paulo,3553906,TARABAI,0.4,8.2,0.726
41,Paraná,4109807,IBIPORÃ,0.45,5.91,0.726
41,Paraná,4110706,IRATI,0.49,6.79,0.726
41,Paraná,4116307,MUNHOZ DE MELO,0.39,2.42,0.726
41,Paraná,4119004,PÉROLA D'OESTE,0.44,9.1,0.726
42,Santa Catarina,4203204,CAMBORIÚ,0.4,2.78,0.726
42,Santa Catarina,4205191,ERMO,0.4,4.74,0.726
43,Rio Grande do Sul,4310900,JACUTINGA,0.39,6.07,0.726
43,Rio Grande do Sul,4319109,SÃO MARTINHO,0.47,8.01,0.726
43,Rio Grande do Sul,4320008,SAPUCAIA DO SUL,0.44,4.94,0.726
52,Goiás,5211206,ITAPURANGA,0.48,8.79,0.726
31,Minas Gerais,3101904,Alpinópolis,0.47,8.46,0.725
31,Minas Gerais,3114600,Carrancas,0.54,14.88,0.725
31,Minas Gerais,3147105,Pará de Minas,0.43,3.74,0.725
31,Minas Gerais,3151404,Pitangui,0.47,7.07,0.725
33,Rio de Janeiro,3306008,TRÊS RIOS,0.52,9.23,0.725
35,São Paulo,3505609,BARRINHA,0.4,3.8,0.725
35,São Paulo,3511904,CLEMENTINA,0.37,3.34,0.725
35,São Paulo,3514106,DOIS CÓRREGOS,0.46,5.37,0.725
35,São Paulo,3517505,GUAPIAÇU,0.41,3.52,0.725
35,São Paulo,3520426,ILHA COMPRIDA,0.46,11.23,0.725
35,São Paulo,3522901,ITAPUÍ,0.41,2.39,0.725
35,São Paulo,3534906,PACAEMBU,0.45,5.12,0.725
35,São Paulo,3536604,PAULO DE FARIA,0.51,7.26,0.725
35,São Paulo,3538204,PINHALZINHO,0.42,4.82,0.725
35,São Paulo,3540200,PONTAL,0.44,6.03,0.725
35,São Paulo,3556305,VALPARAÍSO,0.45,4.8,0.725
35,São Paulo,3556958,VITÓRIA BRASIL,0.35,3.82,0.725
41,Paraná,4101101,ANDIRÁ,0.42,6.27,0.725
41,Paraná,4103800,CAMBIRA,0.42,5.26,0.725
41,Paraná,4113502,LOANDA,0.47,5.36,0.725
41,Paraná,4115606,MATELÂNDIA,0.46,7.4,0.725
41,Paraná,4125555,SÃO MANOEL DO PARANÁ,0.44,1.36,0.725
41,Paraná,4126108,SÃO TOMÉ,0.38,1.7,0.725
41,Paraná,4126405,SERTANEJA,0.53,7.96,0.725
42,Santa Catarina,4200200,AGROLÂNDIA,0.36,3.13,0.725
42,Santa Catarina,4205803,GARUVA,0.44,3.49,0.725
42,Santa Catarina,4206751,IBIAM,0.46,5.74,0.725
43,Rio Grande do Sul,4312302,MIRAGUAÍ,0.66,17.49,0.725
43,Rio Grande do Sul,4314779,PONTÃO,0.53,11.97,0.725
43,Rio Grande do Sul,4314787,PONTE PRETA,0.39,3.25,0.725
43,Rio Grande do Sul,4316709,SANTA BÁRBARA DO SUL,0.49,8.47,0.725
43,Rio Grande do Sul,4316733,SANTA CECÍLIA DO SUL,0.48,4.44,0.725
43,Rio Grande do Sul,4318614,SÃO JOSÉ DO SUL,0.39,0.32,0.725
51,Mato Grosso,5101258,ARAPUTANGA,0.5,9.03,0.725
52,Goiás,5201207,ANHANGUERA,0.39,1.85,0.725
52,Goiás,5209101,GOIATUBA,0.5,3.98,0.725
52,Goiás,5210901,ITAPACI,0.56,8.42,0.725
21,Maranhão,2107506,PAÇO DO LUMIAR,0.49,19.04,0.724
31,Minas Gerais,3103801,Arapuá,0.45,3.03,0.724
31,Minas Gerais,3114709,Carvalhópolis,0.43,7.69,0.724
31,Minas Gerais,3126000,Florestal,0.48,6.58,0.724
31,Minas Gerais,3138807,Luz,0.5,5.62,0.724
31,Minas Gerais,3143401,Monte Sião,0.44,3.74,0.724
31,Minas Gerais,3160405,Santo Antônio do Monte,0.49,3.06,0.724
31,Minas Gerais,3162203,São João Batista do Glória,0.45,5.5,0.724
31,Minas Gerais,3169901,Ubá,0.5,5.43,0.724
32,Espírito Santo,3203205,LINHARES,0.52,10.78,0.724
33,Rio de Janeiro,3300100,ANGRA DOS REIS,0.5,6.69,0.724
35,São Paulo,3523602,ITIRAPINA,0.48,5.31,0.724
35,São Paulo,3527801,LUPÉRCIO,0.4,5.33,0.724
35,São Paulo,3529658,MESÓPOLIS,0.37,6.84,0.724
35,São Paulo,3530201,MIRANTE DO PARANAPANEMA,0.5,16.47,0.724
41,Paraná,4107256,DOURADINA,0.43,3.5,0.724
41,Paraná,4108809,GUAÍRA,0.57,11.7,0.724
41,Paraná,4110409,INDIANÓPOLIS,0.35,1.86,0.724
42,Santa Catarina,4202701,BOTUVERÁ,0.28,0.62,0.724
43,Rio Grande do Sul,4306759,DOUTOR RICARDO,0.38,3.37,0.724
43,Rio Grande do Sul,4309902,IBIRAIARAS,0.44,4.41,0.724
43,Rio Grande do Sul,4310751,IVORÁ,0.44,7.13,0.724
43,Rio Grande do Sul,4311908,MARCELINO RAMOS,0.47,7.35,0.724
43,Rio Grande do Sul,4316105,RONDA ALTA,0.54,12.41,0.724
52,Goiás,5219308,SANTA HELENA DE GOIÁS,0.53,5.17,0.724
52,Goiás,5220058,SÃO JOÃO DA PARAÚNA,0.49,12.78,0.724
31,Minas Gerais,3112604,Capinópolis,0.59,7.19,0.723
31,Minas Gerais,3133402,Itapagipe,0.45,5.28,0.723
31,Minas Gerais,3136900,Juruaia,0.64,3.45,0.723
31,Minas Gerais,3149804,Perdizes,0.55,4.85,0.723
31,Minas Gerais,3150703,Pirajuba,0.54,6.13,0.723
35,São Paulo,3516804,GASTÃO VIDIGAL,0.42,2.39,0.723
35,São Paulo,3524501,JACI,0.35,3.1,0.723
35,São Paulo,3539509,PITANGUEIRAS,0.41,6.4,0.723
35,São Paulo,3543808,RINÓPOLIS,0.43,5.17,0.723
35,São Paulo,3549003,SÃO FRANCISCO,0.45,4.02,0.723
35,São Paulo,3552908,TACIBA,0.38,4.34,0.723
41,Paraná,4101606,ARAPOTI,0.57,14.17,0.723
41,Paraná,4106506,CORONEL VIVIDA,0.47,7.16,0.723
41,Paraná,4107108,DIAMANTE DO NORTE,0.44,5.62,0.723
41,Paraná,4108205,FORMOSA DO OESTE,0.41,7.28,0.723
41,Paraná,4118808,PEABIRU,0.54,7.61,0.723
41,Paraná,4123204,SANTA CECÍLIA DO PAVÃO,0.47,12.23,0.723
41,Paraná,4126504,SERTANÓPOLIS,0.43,3.18,0.723
42,Santa Catarina,4200606,ÁGUAS MORNAS,0.34,2.41,0.723
42,Santa Catarina,4205209,ERVAL VELHO,0.47,4.29,0.723
43,Rio Grande do Sul,4301925,BARRA DO RIO AZUL,0.4,5.94,0.723
43,Rio Grande do Sul,4302378,BOM PROGRESSO,0.52,14.03,0.723
43,Rio Grande do Sul,4306205,CRUZEIRO DO SUL,0.41,1.82,0.723
43,Rio Grande do Sul,4315107,PORTO XAVIER,0.47,11.29,0.723
43,Rio Grande do Sul,4320206,SEBERI,0.52,16.38,0.723
43,Rio Grande do Sul,4322855,VESPASIANO CORREA,0.35,1.03,0.723
52,Goiás,5219738,SANTO ANTÔNIO DE GOIÁS,0.43,7.53,0.723
31,Minas Gerais,3105400,Barão de Cocais,0.42,10.31,0.722
31,Minas Gerais,3111804,Canápolis,0.5,4.83,0.722
31,Minas Gerais,3146008,Ouro Fino,0.45,6.48,0.722
31,Minas Gerais,3164704,São Sebastião do Paraíso,0.47,4.09,0.722
33,Rio de Janeiro,3301801,ENGENHEIRO PAULO DE FRONTIN,0.45,11.7,0.722
35,São Paulo,3501509,ALVINLÂNDIA,0.53,5.36,0.722
35,São Paulo,3503356,ARCO-ÍRIS,0.4,9.52,0.722
35,São Paulo,3510708,CARDOSO,0.42,6.96,0.722
35,São Paulo,3512902,COSMORAMA,0.4,3.62,0.722
35,São Paulo,3535101,PALMARES PAULISTA,0.34,1.33,0.722
35,São Paulo,3535408,PANORAMA,0.51,5.47,0.722
35,São Paulo,3541901,QUELUZ,0.46,11.06,0.722
35,São Paulo,3554755,TRABIJU,0.4,9.07,0.722
41,Paraná,4103503,CALIFÓRNIA,0.5,6.32,0.722
41,Paraná,4115408,MARMELEIRO,0.51,10.53,0.722
41,Paraná,4116901,NOVA ESPERANÇA,0.46,4.17,0.722
41,Paraná,4121406,REALEZA,0.43,6.11,0.722
41,Paraná,4125209,SÃO JORGE D'OESTE,0.47,9.95,0.722
41,Paraná,4128658,VIRMOND,0.53,14.58,0.722
42,Santa Catarina,4207759,IRACEMINHA,0.43,9.03,0.722
52,Goiás,5200209,ÁGUA LIMPA,0.46,6.71,0.722
52,Goiás,5215900,PALMINÓPOLIS,0.52,6.79,0.722
27,Alagoas,2704302,MACEIÓ,0.63,15.57,0.721
29,Bahia,2903201,BARREIRAS,0.56,16.27,0.721
31,Minas Gerais,3115003,Cascalho Rico,0.49,2.88,0.721
31,Minas Gerais,3135308,Japaraíba,0.37,6.88,0.721
31,Minas Gerais,3142403,Moema,0.38,2.48,0.721
31,Minas Gerais,3142601,Monsenhor Paulo,0.4,5.17,0.721
31,Minas Gerais,3153004,Pratinha,0.52,9.37,0.721
31,Minas Gerais,3159605,Santa Rita do Sapucaí,0.48,4.96,0.721
32,Espírito Santo,3200201,ALEGRE,0.52,13.08,0.721
35,São Paulo,3502309,ANHEMBI,0.42,6.42,0.721
35,São Paulo,3502606,APARECIDA D'OESTE,0.47,7.74,0.721
35,São Paulo,3510203,CAPÃO BONITO,0.5,14.66,0.721
35,São Paulo,3526506,LAVÍNIA,0.38,4.57,0.721
35,São Paulo,3529203,MARTINÓPOLIS,0.45,7.36,0.721
35,São Paulo,3536257,PARISI,0.4,0.54,0.721
35,São Paulo,3543238,RIBEIRÃO DOS ÍNDIOS,0.38,5.73,0.721
35,São Paulo,3544400,RUBIÁCEA,0.37,6,0.721
35,São Paulo,3555604,UCHOA,0.4,4.24,0.721
41,Paraná,4100509,ALTÔNIA,0.38,5.23,0.721
41,Paraná,4101150,ÂNGULO,0.44,4.34,0.721
41,Paraná,4103602,CAMBARÁ,0.47,7.53,0.721
41,Paraná,4113106,KALORÉ,0.4,8.32,0.721
41,Paraná,4115507,MARUMBI,0.46,3.82,0.721
41,Paraná,4128401,URAÍ,0.48,7.82,0.721
42,Santa Catarina,4204806,CURITIBANOS,0.51,10.47,0.721
42,Santa Catarina,4208807,JAGUARUNA,0.39,3.32,0.721
43,Rio Grande do Sul,4309001,GIRUÁ,0.53,11.44,0.721
43,Rio Grande do Sul,4310108,IGREJINHA,0.44,2.42,0.721
43,Rio Grande do Sul,4322509,VACARIA,0.51,6.11,0.721
50,Mato Grosso do Sul,5004007,GLÓRIA DE DOURADOS,0.46,6.95,0.721
50,Mato Grosso do Sul,5006200,NOVA ANDRADINA,0.48,8.27,0.721
50,Mato Grosso do Sul,5006309,PARANAÍBA,0.49,5.67,0.721
52,Goiás,5214507,NERÓPOLIS,0.42,7.7,0.721
52,Goiás,5217104,PIRACANJUBA,0.47,7.19,0.721
52,Goiás,5217203,PIRANHAS,0.49,7.23,0.721
24,Rio Grande do Norte,2408003,MOSSORÓ,0.52,12.81,0.72
25,Paraíba,2504009,CAMPINA GRANDE,0.58,16.34,0.72
31,Minas Gerais,3133600,Itapeva,0.42,5.63,0.72
31,Minas Gerais,3140803,Matias Barbosa,0.49,10.06,0.72
31,Minas Gerais,3146602,Paiva,0.44,11.05,0.72
33,Rio de Janeiro,3303609,PARACAMBI,0.44,9.53,0.72
35,São Paulo,3508702,CACONDE,0.5,9,0.72
35,São Paulo,3509908,CANANÉIA,0.49,13.88,0.72
35,São Paulo,3519808,ICÉM,0.45,5.11,0.72
35,São Paulo,3523008,ITAPURA,0.45,8.71,0.72
35,São Paulo,3527900,LUTÉCIA,0.42,8.28,0.72
35,São Paulo,3548609,SÃO BENTO DO SAPUCAÍ,0.55,6.9,0.72
35,São Paulo,3549201,SÃO JOÃO DAS DUAS PONTES,0.36,4.37,0.72
41,Paraná,4103008,BOA ESPERANÇA,0.47,9.16,0.72
41,Paraná,4107652,FAZENDA RIO GRANDE,0.46,5.61,0.72
41,Paraná,4117404,OURIZONA,0.44,2.65,0.72
41,Paraná,4123709,SANTA ISABEL DO IVAÍ,0.41,5.2,0.72
41,Paraná,4128302,UNIFLOR,0.37,2.47,0.72
41,Paraná,4128609,VERÊ,0.47,9.29,0.72
42,Santa Catarina,4212254,PASSO DE TORRES,0.42,8.29,0.72
42,Santa Catarina,4213708,POUSO REDONDO,0.43,3.69,0.72
42,Santa Catarina,4218103,TIMBÉ DO SUL,0.47,4.21,0.72
43,Rio Grande do Sul,4300661,ANDRÉ DA ROCHA,0.5,6.76,0.72
43,Rio Grande do Sul,4308003,FAXINAL DO SOTURNO,0.47,6.92,0.72
43,Rio Grande do Sul,4313805,PALMITINHO,0.42,8.07,0.72
43,Rio Grande do Sul,4314456,PINHAL,0.45,10.09,0.72
43,Rio Grande do Sul,4319703,SÃO VALENTIM,0.53,11.38,0.72
50,Mato Grosso do Sul,5004700,IVINHEMA,0.48,7.72,0.72
52,Goiás,5210000,INHUMAS,0.45,3.75,0.72
52,Goiás,5220405,SÃO SIMÃO,0.55,4.2,0.72
31,Minas Gerais,3123205,Dores do Indaiá,0.47,6.62,0.719
31,Minas Gerais,3169604,Tupaciguara,0.49,6.81,0.719
33,Rio de Janeiro,3305109,SÃO JOÃO DE MERITI,0.43,7.91,0.719
35,São Paulo,3502200,ANGATUBA,0.45,6.84,0.719
35,São Paulo,3512506,COROADOS,0.39,3.34,0.719
35,São Paulo,3516853,GAVIÃO PEIXOTO,0.35,7.38,0.719
35,São Paulo,3517802,GUARAÇAÍ,0.42,7.02,0.719
35,São Paulo,3518602,GUARIBA,0.43,5.39,0.719
35,São Paulo,3521002,IPERÓ,0.4,7.35,0.719
35,São Paulo,3522802,ITAPORANGA,0.53,14.74,0.719
35,São Paulo,3530904,MOMBUCA,0.61,9.83,0.719
35,São Paulo,3533254,NOVAIS,0.45,4.23,0.719
35,São Paulo,3535606,PARAIBUNA,0.51,11.54,0.719
35,São Paulo,3539608,PLANALTO,0.37,4.61,0.719
35,São Paulo,3539707,PLATINA,0.49,6.51,0.719
35,São Paulo,3545100,SALMOURÃO,0.39,4.11,0.719
41,Paraná,4109104,GUAPOREMA,0.37,3.17,0.719
41,Paraná,4114005,MAMBORÊ,0.49,12.64,0.719
41,Paraná,4125605,SÃO MATEUS DO SUL,0.49,10.97,0.719
42,Santa Catarina,4204152,CELSO RAMOS,0.39,12.06,0.719
42,Santa Catarina,4209177,JUPIÁ,0.55,14.26,0.719
43,Rio Grande do Sul,4301701,BARÃO DE COTEGIPE,0.42,5.2,0.719
43,Rio Grande do Sul,4303301,CAIBATÉ,0.48,9.97,0.719
43,Rio Grande do Sul,4305504,CIRÍACO,0.45,6.08,0.719
43,Rio Grande do Sul,4306130,CRUZALTENSE,0.45,9.38,0.719
43,Rio Grande do Sul,4321600,TRAMANDAÍ,0.5,9.55,0.719
51,Mato Grosso,5107107,SÃO JOSÉ DOS QUATRO MARCOS,0.54,10.26,0.719
52,Goiás,5200555,ALTO HORIZONTE,0.49,6.1,0.719
52,Goiás,5210406,ITABERAÍ,0.55,7.63,0.719
52,Goiás,5215405,OURO VERDE DE GOIÁS,0.49,13.5,0.719
52,Goiás,5218904,RUBIATABA,0.43,7.47,0.719
11,Rondônia,1100049,CACOAL,0.57,13.08,0.718
15,Pará,1500800,ANANINDEUA,0.52,13.94,0.718
31,Minas Gerais,3129509,Ibiá,0.55,6.28,0.718
31,Minas Gerais,3137106,Lagamar,0.5,9.36,0.718
31,Minas Gerais,3169208,Tombos,0.52,15.86,0.718
32,Espírito Santo,3201308,CARIACICA,0.45,7.87,0.718
32,Espírito Santo,3202207,FUNDÃO,0.49,10.94,0.718
33,Rio de Janeiro,3300209,ARARUAMA,0.54,11.6,0.718
33,Rio de Janeiro,3304706,SANTO ANTÔNIO DE PÁDUA,0.51,8.58,0.718
35,São Paulo,3514007,DOBRADA,0.38,4.6,0.718
35,São Paulo,3517703,GUARÁ,0.49,8.09,0.718
35,São Paulo,3528908,MARIÁPOLIS,0.37,4.75,0.718
35,São Paulo,3532207,NARANDIBA,0.36,5.34,0.718
35,São Paulo,3536570,PAULISTÂNIA,0.43,5.57,0.718
41,Paraná,4104006,CAMPINA GRANDE DO SUL,0.44,6.03,0.718
41,Paraná,4105607,CIDADE GAÚCHA,0.42,3.31,0.718
41,Paraná,4111704,JABOTI,0.48,7.39,0.718
41,Paraná,4113007,JUSSARA,0.46,4.05,0.718
41,Paraná,4114104,MANDAGUAÇU,0.41,2.34,0.718
41,Paraná,4117701,PALMEIRA,0.59,14.28,0.718
41,Paraná,4123006,SALTO DO LONTRA,0.46,8.43,0.718
41,Paraná,4124103,SANTO ANTÔNIO DA PLATINA,0.54,8.2,0.718
42,Santa Catarina,4202537,BOM JESUS,0.55,10.74,0.718
42,Santa Catarina,4211876,PAIAL,0.44,8.48,0.718
42,Santa Catarina,4213807,PRAIA GRANDE,0.42,8.28,0.718
42,Santa Catarina,4219176,VARGEM BONITA,0.43,7.79,0.718
43,Rio Grande do Sul,4313375,NOVA SANTA RITA,0.43,5.51,0.718
43,Rio Grande do Sul,4321667,TRÊS CACHOEIRAS,0.4,4.49,0.718
43,Rio Grande do Sul,4322251,TUPANDI,0.31,0.88,0.718
51,Mato Grosso,5103361,CONQUISTA D'OESTE,0.5,10.77,0.718
51,Mato Grosso,5103502,DIAMANTINO,0.47,9.18,0.718
52,Goiás,5201405,APARECIDA DE GOIÂNIA,0.47,5.22,0.718
52,Goiás,5210604,ITAGUARU,0.46,7.59,0.718
52,Goiás,5211404,ITAUÇU,0.46,7.89,0.718
52,Goiás,5213103,MINEIROS,0.55,6.03,0.718
52,Goiás,5215009,NOVA VENEZA,0.43,7.62,0.718
26,Pernambuco,2607901,JABOATÃO DOS GUARARAPES,0.58,17.61,0.717
31,Minas Gerais,3125200,Fama,0.45,7.5,0.717
31,Minas Gerais,3136652,Juatuba,0.47,12.24,0.717
31,Minas Gerais,3151008,Piranguinho,0.43,13.14,0.717
31,Minas Gerais,3152105,Ponte Nova,0.51,10.47,0.717
31,Minas Gerais,3163201,São José do Alegre,0.47,10.85,0.717
35,São Paulo,3509452,CAMPINA DO MONTE ALEGRE,0.53,11.03,0.717
35,São Paulo,3517000,GETULINA,0.45,6.15,0.717
35,São Paulo,3523800,ITOBI,0.41,4.49,0.717
35,São Paulo,3524600,JACUPIRANGA,0.53,16.01,0.717
35,São Paulo,3533700,OCAUÇU,0.39,2.34,0.717
35,São Paulo,3535804,PARANAPANEMA,0.47,7.38,0.717
41,Paraná,4103305,BORRAZÓPOLIS,0.43,6.09,0.717
41,Paraná,4106605,CRUZEIRO DO OESTE,0.43,5.41,0.717
41,Paraná,4109609,GUARATUBA,0.56,9.15,0.717
41,Paraná,4116505,NOVA ALIANÇA DO IVAÍ,0.34,2.77,0.717
41,Paraná,4118105,PARANACITY,0.4,4.19,0.717
41,Paraná,4118600,PAULA FREITAS,0.58,17.5,0.717
41,Paraná,4123600,SANTA INÊS,0.38,3.38,0.717
41,Paraná,4125803,SÃO PEDRO DO IVAÍ,0.4,2.53,0.717
42,Santa Catarina,4206652,GUATAMBÚ,0.45,5.68,0.717
42,Santa Catarina,4217956,TIGRINHOS,0.41,11.25,0.717
43,Rio Grande do Sul,4306767,ELDORADO DO SUL,0.46,6.99,0.717
43,Rio Grande do Sul,4306924,ENGENHO VELHO,0.55,21.37,0.717
43,Rio Grande do Sul,4312179,MATO QUEIMADO,0.43,8.84,0.717
43,Rio Grande do Sul,4317608,SANTO ANTÔNIO DA PATRULHA,0.44,6.24,0.717
